Products_link,Products_Model,Products_details,Price_regular,Price_offers,Currency,Known_price
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-13-mlmu3lla,Apple iPhone 13,A15 Bionic chip with next-generation Neural Engine - 6.1 inch - 256GB - Midnight - MLMU3LL/A,799.99,22.22,USD,3
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-plus-mq493lla,Apple iPhone 14 Plus,"A15 Bionic chip, 6-core CPU with 2 performance and 4 efficiency cores, 5-core GPU, 16-core Neural Engine - 6.7 inch - 512GB - Blue - MQ493LL/A",1199.99,33.33,USD,4
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-13-pro-max-mlkp3lla,Apple iPhone 13 Pro Max,A15 Bionic chip with next-generation Neural Engine - 6.7 inch - 128GB - Sierra Blue - MLKP3LL/A,999.99,27.77,USD,3
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-13-pro-mlu03lla,Apple iPhone 13 Pro,A15 Bionic chip with next-generation Neural Engine - 6.1 inch - 256GB - Sierra Blue - MLU03LL/A,999.99,27.77,USD,3
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-plus-mq433lla,Apple iPhone 14 Plus,"A15 Bionic chip, 6-core CPU with 2 performance and 4 efficiency cores, 5-core GPU, 16-core Neural Engine - 6.7 inch - 512GB - Midnight - MQ433LL/A",1199.99,33.33,USD,4
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-xr-mryt2lla,Apple iPhone XR,A12 Bionic chip with next-generation Neural Engine - 6.1 inch - 64GB - White - MRYT2LL/A,499.99,20.84,USD,2
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-13-pro-mlu13lla,Apple iPhone 13 Pro,A15 Bionic chip with next-generation Neural Engine - 6.1 inch - 512GB - Graphite - MLU13LL/A,1199.99,33.33,USD,4
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-g-power-palf0005us,Motorola Moto G Power,Qualcomm Snapdragon 662 Mobile Processor - 6.6 inch - 64GB - Flash Gray - PALF0005US,129.99,119.99,USD,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-g-power-pase0012us,Motorola Moto G Power,MediaTek Helio G37 - 6.5 inch - 128GB - Ice Blue - PASE0012US,249.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a53-sm-a536uzkdxaa,Samsung Galaxy A53,Exynos 1280 - 6.5 inch - 128GB - Awesome Black - SM-A536UZKDXAA,449.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-max-mq8r3lla,Apple iPhone 14 Pro Max,"A16 Bionic chip, 6-core CPU with 2 performance and 4 efficiency cores, 5-core GPU, 16-core Neural Engine - 6.7 inch - 128GB - Deep Purple - MQ8R3LL/A",1099.99,30.55,USD,4
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-mq0n3lla,Apple iPhone 14 Pro,"A16 Bionic chip, 6-core CPU with 2 performance and 4 efficiency cores, 5-core GPU, 16-core Neural Engine - 6.1 inch - 256GB - Space Black - MQ0N3LL/A",1099.99,30.55,USD,3
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-12t-mzb0cb4eu,Xiaomi 12T,2022 - MediaTek Dimensity 8100-Ultra - 8 cores - 6.37 inch - 128GB - Silver - MZB0CB4EU,599.95,529.95,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-oppo-find-x5-pro-ch2305gk,Oppo Find X5 Pro,2022 - Qualcomm Snapdragon 8 Gen1 - 8 cores - 6.7 inch - 256GB - Black - CH2305GK,1205, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a53-sm-a536blbneub,Samsung Galaxy A53,2022 - Samsung Exynos 1280 - 8 cores - 6.5 inch - 128GB - Blue - SM-A536BLBNEUB,369, ,,2
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-mq0t3zda,Apple iPhone 14 Pro,2022 - A16 Bionic chip - 6 cores - 6.1 inch - 256GB - Black - MQ0T3ZD/A,1399,1323.9,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-g31-pasu0025se,Motorola Moto G31,2021 - Mediatek Helio P85 - 8 cores - 6.43 inch - 64GB - Gray - PASU0025SE,167,149,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-g51-pas80030se,Motorola Moto G51,2021 - Qualcomm Snapdragon 480+ - 8 cores - 6.78 inch - 128GB - Blue - PAS80030SE,250,219,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-mq1f3zda,Apple iPhone 14 Pro,2022 - A16 Bionic chip - 6 cores - 6.1 inch - 256GB - Purple - MQ1F3ZD/A,1373,1359,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-redmi-10c-mzb0c2reu,Xiaomi Redmi 10C,2022 - Qualcomm Snapdragon 680 - 8 cores - 6.71 inch - 64GB - Blue - MZB0C2REU,145,142.5,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-mq103zda,Apple iPhone 14 Pro,2022 - A16 Bionic chip - 6 cores - 6.1 inch - 256GB - Silver - MQ103ZD/A,1408,1369,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s20-fe-sm-g781bzgdeub,Samsung Galaxy S20 FE,2020 - Qualcomm Snapdragon 865 - 8 cores - 6.5 inch - 128GB - Green - SM-G781BZGDEUB,471, ,,2
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-se-2022-mmxm3zda,Apple iPhone SE 2022,2022 - A15 Bionic chip - 6 cores - 4.7 inch - 256GB - Black - MMXM3ZD/A,729,699,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s21-fe-ef-zg990cwegew,Samsung Galaxy S21 FE,2022 - Qualcomm Snapdragon 888 - 8 cores - 6.4 inch - 128GB - White - EF-ZG990CWEGEW,645.99, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-mq1w3zda,Apple iPhone 14 Pro,2022 - A16 Bionic chip - 6 cores - 6.1 inch - 512GB - Silver - MQ1W3ZD/A,1699,1629,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-ultra-sm-r890nzkaeub,Samsung Galaxy S22 Ultra,2021 - Samsung Exynos 2200 - 8 cores - 46 inch - 16GB - Black - SM-R890NZKAEUB,1549,1529,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-max-mqam3zda,Apple iPhone 14 Pro Max,2022 - A16 Bionic chip - 6 cores - 6.7 inch - 512GB - Purple - MQAM3ZD/A,1789,1739,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-sony-xperia-10-iv-xqcc54c0beeac,Sony Xperia 10 IV,2022 - Qualcomm Snapdragon 695 5G - 8 cores - 6 inch - 128GB - Black - XQCC54C0B.EEAC,415, ,,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a13-sm-a137flbkeub,Samsung Galaxy A13,2022 - Samsung Exynos 850 - 8 cores - 6.6 inch - 128GB - Blue - SM-A137FLBKEUB,193, ,,2
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-mpxv3zda,Apple iPhone 14 Pro,2022 - A16 Bionic chip - 6 cores - 6.1 inch - 128GB - Black - MPXV3ZD/A,1249, ,,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s21-fe-ef-zg990cbegew,Samsung Galaxy S21 FE,2022 - Qualcomm Snapdragon 888 - 8 cores - 6.4 inch - 128GB - Black - EF-ZG990CBEGEW,538.99,488.99,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-oneplus-10t-5011102097,Oneplus 10T,2022 - Qualcomm Snapdragon 8+ Gen1 - 8 cores - 6.7 inch - 128GB - Green - 5011102097,599, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-plus-sm-s906bzwgeub,Samsung Galaxy S22 Plus,2022 - Samsung Exynos 2200 - 8 cores - 6.6 inch - 256GB - White - SM-S906BZWGEUB,1099, ,,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-g31-pasu0012se,Motorola Moto G31,2021 - Mediatek Helio P85 - 8 cores - 6.43 inch - 128GB - Blue - PASU0012SE,219, ,,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-g60s-pamv0006se,Motorola Moto G60s,2021 - Mediatek Helio G95 - 8 cores - 6.8 inch - 128GB - Blue - PAMV0006SE,249,221.45,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a13-sm-a137fzkkeub,Samsung Galaxy A13,2022 - Samsung Exynos 850 - 8 cores - 6.6 inch - 128GB - Black - SM-A137FZKKEUB,190,189,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-g72-pavg0000se,Motorola Moto G72,2022 - MediaTek Helio G96 - 8 cores - 6.55 inch - 128GB - Black - PAVG0000SE,279.99, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-plus-sm-s906bzggeub,Samsung Galaxy S22 Plus,2022 - Samsung Exynos 2200 - 8 cores - 6.6 inch - 256GB - Green - SM-S906BZGGEUB,1099, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-sm-r880nzsaeub,Samsung Galaxy S22,2021 - Samsung Exynos 2200 - 8 cores - 42 inch - 16GB - Black - SM-R880NZSAEUB,892,891,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-plus-sm-s906bzkgeub,Samsung Galaxy S22 Plus,2022 - Samsung Exynos 2200 - 8 cores - 6.6 inch - 256GB - Black - SM-S906BZKGEUB,1099,1049,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-se-2022-mmxf3zda,Apple iPhone SE 2022,2022 - A15 Bionic chip - 6 cores - 4.7 inch - 64GB - Black - MMXF3ZD/A,459,455,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-oneplus-nord-ce-2-5011101969,Oneplus Nord CE 2,2022 - MediaTek Dimensity 900 - 8 cores - 6.43 inch - 128GB - Gray - 5011101969,299,249,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-oneplus-nord-2t-5011102072,Oneplus Nord 2T,2022 - MediaTek - 8 cores - 6.43 inch - 256GB - Gray - 5011102072,449, ,,2
https://www.device-specs.io/categories/smartphones/specifications-oneplus-nord-ce-2-5011101970,Oneplus Nord CE 2,2022 - MediaTek Dimensity 900 - 8 cores - 6.43 inch - 128GB - Blue - 5011101970,299, ,,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-edge-30-pauc0002se,Motorola Edge 30,2022 - Qualcomm Snapdragon 778G - 8 cores - 6.55 inch - 128GB - Blue - PAUC0002SE,394,393,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-emporia-s5-s5_001_frnl,Emporia S5,2021 - MediaTek - 8 cores - 5.5 inch - 32GB - Black - S5_001_FRNL,237, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a52s-sm-a528bzkceub,Samsung Galaxy A52s,2021 - Qualcomm Snapdragon 778G - 8 cores - 6.5 inch - 128GB - Black - SM-A528BZKCEUB,374, ,,1
https://www.device-specs.io/categories/smartphones/specifications-oppo-a94-cph2211fk,Oppo A94,2021 - MediaTek Dimensity 800U - 8 cores - 6.43 inch - 128GB - Black - CPH2211FK,305, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-z-flip-4-sm-r910nzaaeub,Samsung Galaxy Z Flip 4,2023 - Qualcomm Snapdragon 8 Gen2 - 8 cores - 44 inch - 16GB - Green - SM-R910NZAAEUB,1389,1359,EUR,16
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-sm-s901blvdeub,Samsung Galaxy S22,2022 - Samsung Exynos 2200 - 8 cores - 6.1 inch - 128GB - Purple - SM-S901BLVDEUB,725, ,,2
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-13-mhxh3zma,Apple iPhone 13,2022 - A15 Bionic chip - 6 cores - 6.7 inch - 256GB - White - MHXH3ZM/A,1039, ,,9
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-redmi-note-10-33259,Xiaomi Redmi Note 10,2021 - 8 cores - 6.5 inch - 64GB - Blue - 33259,209, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-z-fold-4-sm-r920nztaeub,Samsung Galaxy Z Fold 4,"2022 - Qualcomm Snapdragon 8+ Gen1 - 8 cores - 45 inch - 16GB - Gray, Green - SM-R920NZTAEUB",2269, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-mq0g3zda,Apple iPhone 14 Pro,2022 - A16 Bionic chip - 6 cores - 6.1 inch - 128GB - Purple - MQ0G3ZD/A,1249,1239,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-oppo-find-x5-lite-cph2371sk,Oppo Find X5 Lite,2022 - MediaTek Dimensity 900 - 8 cores - 6.43 inch - 256GB - Black - CPH2371SK,455, ,,1
https://www.device-specs.io/categories/smartphones/specifications-nokia-g11-719901185691,Nokia G11,2022 - Unisoc T606 - 8 cores - 6.5 inch - 32GB - Blue - 719901185691,149,125,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-mq023zda,Apple iPhone 14 Pro,2022 - A16 Bionic chip - 6 cores - 6.1 inch - 128GB - Silver - MQ023ZD/A,1269, ,,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a13-ef-oa135tlegww,Samsung Galaxy A13,2022 - Samsung Exynos 850 - 8 cores - 6.6 inch - 128GB - Blue - EF-OA135TLEGWW,193.99, ,,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-z-flip-4-sm-r910nzbaeub,Samsung Galaxy Z Flip 4,2022 - Qualcomm Snapdragon 8+ Gen1 - 8 cores - 44 inch - 16GB - Blue - SM-R910NZBAEUB,1419,1389,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-nokia-g60-101q7505h022,Nokia G60,2022 - Qualcomm Snapdragon 695 5G - 8 cores - 6.58 inch - 128GB - Black - 101Q7505H022,306, ,,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-z-flip-4-ep-p2400tbegeu,Samsung Galaxy Z Flip 4,2022 - Qualcomm Snapdragon 8+ Gen1 - 8 cores - 6.7 inch - 512GB - Black - EP-P2400TBEGEU,1159, ,,18
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-z-fold-4-ef-vf936ljegww,Samsung Galaxy Z Fold 4,"2022 - Qualcomm Snapdragon 8+ Gen1 - 8 cores - 7.6 inch - 256GB - Gray, Green - EF-VF936LJEGWW",1879, ,,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-plus-ef-ns906pbegew,Samsung Galaxy S22 Plus,2022 - Samsung Exynos 2200 - 8 cores - 6.6 inch - 128GB - Black - EF-NS906PBEGEW,1099,1089,EUR,6
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-z-flip-4-ef-vf721lbegww,Samsung Galaxy Z Flip 4,2022 - Qualcomm Snapdragon 8+ Gen1 - 8 cores - 6.7 inch - 256GB - Black - EF-VF721LBEGWW,1189, ,,6
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-mq083zda,Apple iPhone 14 Pro,2022 - A16 Bionic chip - 6 cores - 6.1 inch - 128GB - Gold - MQ083ZD/A,1269, ,,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-ultra-sm-x700nzaaeub,Samsung Galaxy S22 Ultra,2022 - [Qualcomm SM8450] - 8 cores - 11 inch - 128GB - Gray - SM-X700NZAAEUB,1949,1899,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s20-fe-sm-r860nzkaeub,Samsung Galaxy S20 FE,2021 - Qualcomm Snapdragon 888 - 8 cores - 40 inch - 16GB - Gray - SM-R860NZKAEUB,634.99,618,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-oneplus-10t-5011102146,Oneplus 10T,2022 - Qualcomm Snapdragon 8+ Gen1 - 8 cores - 6.7 inch - 256GB - Green - 5011102146,699, ,,2
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-redmi-note-10-33260,Xiaomi Redmi Note 10,2021 - 8 cores - 6.5 inch - 64GB - Gray - 33260,209, ,,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-12t-pro-mzb0cc7eu,Xiaomi 12T Pro,2022 - Qualcomm Snapdragon 8+ Gen1 - 8 cores - 6.67 inch - 2256GB - Blue - MZB0CC7EU,595.58,589.76,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-se-mhje3zma,Apple iPhone SE,2020 - A14 Bionic Chip - 6 cores - 6.1 inch - 128GB - White - MHJE3ZM/A,548.99, ,,20
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-ultra-sm-s908bzwdeub,Samsung Galaxy S22 Ultra,2022 - Samsung Exynos 2200 - 8 cores - 6.8 inch - 128GB - White - SM-S908BZWDEUB,1249,1199,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-poco-x4-pro-38393,Xiaomi Poco X4 Pro,2022 - Qualcomm Snapdragon 695 5G - 8 cores - 6.67 inch - 256GB - Yellow - 38393,349, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-ep-p5400tbegeu,Samsung Galaxy S22,2023 - Qualcomm Snapdragon 8 Gen2 - 8 cores - 6.1 inch - 128GB - Black - EP-P5400TBEGEU,928.99,877.99,EUR,51
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-z-flip-4-ef-vf721lpegww,Samsung Galaxy Z Flip 4,2022 - Qualcomm Snapdragon 8+ Gen1 - 8 cores - 6.7 inch - 128GB - Pink - EF-VF721LPEGWW,1189, ,,3
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a13-ep-t1510nbegeu,Samsung Galaxy A13,2022 - Mediatek MT6833 - 8 cores - 6.5 inch - 128GB - Black - EP-T1510NBEGEU,198.99, ,,8
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a33-ef-ea336pbegew,Samsung Galaxy A33,2022 - Samsung Exynos 1280 - 8 cores - 6.4 inch - 128GB - Black - EF-EA336PBEGEW,368.99,358.99,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-ef-ns901pbegew,Samsung Galaxy S22,2022 - Samsung Exynos 2200 - 8 cores - 6.1 inch - 256GB - Black - EF-NS901PBEGEW,818.99, ,,8
https://www.device-specs.io/categories/smartphones/specifications-oneplus-nord-ce-2-5481109586,Oneplus Nord CE 2,2022 - MediaTek Dimensity 900 - 8 cores - 6.43 inch - 128GB - Black - 5481109586,339,289,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-z-fold-4-ef-vf936lbegww,Samsung Galaxy Z Fold 4,2022 - Qualcomm Snapdragon 8+ Gen1 - 8 cores - 7.6 inch - 256GB - Black - EF-VF936LBEGWW,1879, ,,4
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a53-ef-ea536pbegew,Samsung Galaxy A53,"2022 - Samsung Exynos 1280 - 8 cores - 6.5 inch - 256GB - Black, Purple - EF-EA536PBEGEW",418.99, ,,9
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a13-ef-qa135ttegww,Samsung Galaxy A13,2022 - Mediatek MT6833 - 8 cores - 6.5 inch - 128GB - Transparent - EF-QA135TTEGWW,213.99, ,,5
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-mq1m3zda,Apple iPhone 14 Pro,2022 - A16 Bionic chip - 6 cores - 6.1 inch - 512GB - Black - MQ1M3ZD/A,1719,1649,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-z-fold-2-sm-f916bzkaphn,Samsung Galaxy Z Fold 2,2020 - 8 cores - 7.6 inch - 256GB - Mystical Black - SM-F916BZKAPHN,875, ,,1
https://www.device-specs.io/categories/smartphones/specifications-oneplus-nord-2t-5011102074,Oneplus Nord 2T,2022 - MediaTek - 8 cores - 6.43 inch - 128GB - Green - 5011102074,369, ,,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s21-fe-sm-g990bzadeub,Samsung Galaxy S21 FE,2022 - 8 cores - 6.4 inch - 128GB - Graphite - SM-G990BZADEUB,538.99,529.95,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-blaupunkt-guardian-4g-senior-b13720,Blaupunkt Guardian 4G Senior,2022 - 4 cores - 5 inch - 16GB - Blue - B1/3/7/20,199, ,,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-edge-30-neo-pav00055se,Motorola Edge 30 Neo,2022 - Qualcomm Snapdragon 695 5G - 8 cores - 6.28 inch - 128GB - Purple - PAV00055SE,399,398,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-redmi-note-9s-mzb9115eu,Xiaomi Redmi Note 9S,2020 - 8 cores - 6.67 inch - 64GB - gray - MZB9115EU,189.9, ,,1
https://www.device-specs.io/categories/smartphones/specifications-alcatel-1-5033dr-2balwe12-1,Alcatel 1,2021 - 4 cores - 5 inch - 8GB - Blue - 5033DR-2BALWE12-1,83,80,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-m52-sm-m526blbdeub,Samsung Galaxy M52,2021 - 8 cores - 6.7 inch - 128GB - Lightblue - SM-M526BLBDEUB,329,303.99,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-huawei-p40-lite-51095mce,Huawei P40 lite,2020 - 8 cores - 6.5 inch - 128GB - Midnight Black - 51095MCE,299.59, ,,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-redmi-note-11-pro-38061,Xiaomi Redmi Note 11 Pro,2022 - 8 cores - 6.67 inch - 128GB - Atlantic Blue - 38061,349.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-huawei-p30-hua-ele-l29-128bk3,Huawei P30,2019 - 8 cores - 6.1 inch - 128GB - Black - HUA-ELE-L29-128BK3,459,439,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-blaupunkt-sf-04-4g-lte-fdd-b13720,Blaupunkt SF 04 4G,2022 - 4 cores - 4 inch - 8GB - Silver - LTE FDD B1/3/7/20,119.99, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-11-pro-max-app-iphone11pm-64gr3,Apple iPhone 11 Pro Max,2019 - 6 cores - 6.5 inch - 64GB - space grey - APP-IPHONE11PM-64GR3,486,462,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-oppo-a57-6045128,Oppo A57,2022 - 8 cores - 6.56 inch - 64GB - Green - 6045128,192, ,,1
https://www.device-specs.io/categories/smartphones/specifications-senifone-s1-seniors-8720865179001,Senifone S1 Seniors,2022 - 8 cores - 6.53 inch - 32GB - Black - 8720865179001,219.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s21-fe-sm-g990blgdeub,Samsung Galaxy S21 FE,8 cores - 6.4 inch - 128GB - Olive - SM-G990BLGDEUB,529.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-gigaset-gx290-plus-lte-outdoor-s30853-h1516-r131,Gigaset GX290 Plus LTE outdoor,2021 - 8 cores - 6.1 inch - 64GB - Black - S30853-H1516-R131,249,209,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-sony-xperia-xz-son-xzpbk4,Sony Xperia XZ,8 cores - 5.5 inch - 64GB - Black - SON-XZPBK4,299.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-13-mlqd3zda,Apple iPhone 13,2021 - A15 Bionic chip - 6 cores - 6.1 inch - 512GB - White - MLQD3ZD/A,1150,1075,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-redmi-note-11-pro-38075,Xiaomi Redmi Note 11 Pro,2022 - 8 cores - 6.67 inch - 128GB - Gray - 38075,344, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mini-mgdx3zda,Apple iPhone 12 Mini,2020 - 6 cores - 5.4 inch - 64GB - Black - MGDX3ZD/A,659.99,595,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-sm-s901bzggeub,Samsung Galaxy S22,2022 - Samsung Exynos 2200 - 8 cores - 6.1 inch - 256GB - Green - SM-S901BZGGEUB,729,719,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-g100-pam80042se,Motorola Moto G100,2021 - 8 cores - 6.7 inch - 128GB - Blue - PAM80042SE,439, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-m52-sm-m526bzkdeub,Samsung Galaxy M52,2021 - 8 cores - 6.7 inch - 128GB - Black - SM-M526BZKDEUB,325, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a53-f-sm-a536bbcom,Samsung Galaxy A53,2022 - 8 cores - 6.5 inch - 128GB - Black - F-SM-A536BBCOM,341.31, ,,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-e32s-patx0010se,Motorola Moto e32s,2022 - MediaTek Helio G37 - 8 cores - 6.53 inch - 32GB - Gray - PATX0010SE,129, ,,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a70-sm-a705fzbuphn,Samsung Galaxy A70,2019 - 8 cores - 6.7 inch - 128GB - Blue - SM-A705FZBUPHN,384,,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-oppo-a53s-6158115,Oppo A53s,2020 - 8 cores - 6.5 inch - 128GB - Black - 6158115,194.99, ,,1
https://www.device-specs.io/categories/smartphones/specifications-oppo-a54s-cph2273pe,Oppo A54s,2021 - 8 cores - 6.52 inch - 128GB - PearlBlue - CPH2273PE,199.99, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-se-app-iphone-se32sl4,Apple iPhone SE,2016 - 2 cores - 4 inch - 32GB - Silver - APP-IPHONE-SE32SL4,279, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a13-sm-a135fzoveub,Samsung Galaxy A13,2022 - 8 cores - 6.6 inch - 128GB - White - SM-A135FZOVEUB,199, ,,1
https://www.device-specs.io/categories/smartphones/specifications-sony-xperia-5-iv-xqcq54c0beeac,Sony Xperia 5 IV,2022 - Qualcomm Snapdragon 8 Gen1 - 8 cores - 6.1 inch - 128GB - Black - XQCQ54C0B.EEAC,949, ,,2
https://www.device-specs.io/categories/smartphones/specifications-oppo-reno8-cph2359sk,Oppo Reno8,2022 - 8 cores - 6.43 inch - 256GB - Black - CPH2359SK,484,481,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-motorola-edge-30-pauc0047pl,Motorola Edge 30,8 cores - 6.55 inch - 128GB - Green - PAUC0047PL,399, ,,1
https://www.device-specs.io/categories/smartphones/specifications-oneplus-6t-5011100513,Oneplus 6T,2018 - 8 cores - 6.41 inch - 128GB - Shiny Black - 5011100513,299, ,,1
https://www.device-specs.io/categories/smartphones/specifications-huawei-y6s-51094wcd,Huawei Y6s,2020 - 8 cores - 6.09 inch - 32GB - Blue - 51094WCD,249.99,139.99,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-redmi-note-10s-m2101k7bny,Xiaomi Redmi Note 10S,2021 - 8 cores - 6.43 inch - 128GB - blue - M2101K7BNY,249.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-redmi-10c-mzb0c2oeu,Xiaomi Redmi 10C,2022 - Qualcomm Snapdragon 680 - 8 cores - 6.7 inch - 64GB - Green - MZB0C2OEU,150,139,EUR,2
