Products_link,Products_Model,Products_details,Price_regular,Price_offers,Currency,Known_price
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-xs-max-app-xsm256gr3,Apple iPhone Xs Max,2018 - 6 cores - 6.5 inch - 256GB - space grey - APP-XSM256GR3,899,799,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-oppo-a16s-5996496,Oppo A16s,2021 - 8 cores - 6.52 inch - 64GB - Black - 5996496,179.38,169,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-huawei-y5-51093shg,Huawei Y5,2019 - 4 cores - 5.71 inch - 16GB - black - 51093SHG,144,,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-11-pro-max-mwhk2zda,Apple iPhone 11 Pro Max,6 cores - 6.5 inch - 256GB - Silver - MWHK2ZD/A,536, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-11-pro-max-mwhg2zda,Apple iPhone 11 Pro Max,6 cores - 6.5 inch - 64GB - Gold - MWHG2ZD/A,486, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-11-pro-max-mwhr2zda,Apple iPhone 11 Pro Max,6 cores - 6.5 inch - 512GB - Midnightgreen - MWHR2ZD/A,606,576,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s10-sm-g975fzbdphn,Samsung Galaxy S10,2019 - 8 cores - 6.4 inch - 128GB - Blue - SM-G975FZBDPHN,399, ,,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-redmi-note-11-pro-37997,Xiaomi Redmi Note 11 Pro,8 cores - 6.67 inch - 64GB - Blue - 37997,319.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-g72-pavg0013se,Motorola Moto G72,8 cores - 6.6 inch - 128GB - Blue - PAVG0013SE,348.37, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mgja3fa,Apple iPhone 12,2020 - 6 cores - 6.1 inch - 128GB - Black - MGJA3F/A,773,,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-redmi-note-11-pro-6934177769719,Xiaomi Redmi Note 11 Pro,2022 - 8 cores - 6.67 inch - 64GB - White - 6934177769719,319.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-google-pixel-7-pro-12-ga03467-gb,Google Pixel 7 Pro 12,8 cores - 6 inch - 256GB - Green - GA03467-GB,1099, ,,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-11-lite-mzb09tfeu,Xiaomi 11 Lite,8 cores - 6.55 inch - 256GB - White - MZB09TFEU,389.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mgj53fa,Apple iPhone 12,2020 - 6 cores - 6.1 inch - 64GB - Black - MGJ53F/A,699, ,,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-e20-motoe20232bl,Motorola moto e20,2021 - 8 cores - 6.5 inch - 32GB - Blue - MOTOE20232BL,109, ,,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-redmi-10-mzb09pieu,Xiaomi Redmi 10,2021 - 8 cores - 6.5 inch - 128GB - Gray - MZB09PIEU,204.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-oneplus-nord-2-5011101840,Oneplus Nord 2,2020 - 8 cores - 6.43 inch - 128GB - Blue - 5011101840,362, ,,1
https://www.device-specs.io/categories/smartphones/specifications-oneplus-11-5011102202,Oneplus 11,2023 - Qualcomm Snapdragon 8 Gen2 - 8 cores - 6.7 inch - 256GB - Green - 5011102202,899, ,,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-redmi-note-11-pro-mzb0areeu,Xiaomi Redmi Note 11 Pro,2022 - MediaTek Helio G96 - 8 cores - 6.67 inch - 128GB - Gray - MZB0AREEU,350, ,,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-e22-pavd0003se,Motorola Moto E22,2022 - 8 cores - 6.5 inch - 32GB - Black - PAVD0003SE,123, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-13-pro-max-mlh43zaa,Apple iPhone 13 Pro Max,2021 - 6 cores - 6.7 inch - 128GB - Graphite - MLH43ZA/A,1299, ,,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-e13-paxt0024se,Motorola Moto e13,2023 - 8 cores - 6.52 inch - 64GB - Green - PAXT0024SE,119.99, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s20-fe-sm-g781bzodeub,Samsung Galaxy S20 FE,2020 - 8 cores - 6.5 inch - 128GB - Orange - SM-G781BZODEUB,487.7,,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-poco-x4-pro-mzb0ayteu,Xiaomi POCO X4 Pro,2022 - 8 cores - 6.67 inch - 256GB - Black - MZB0AYTEU,317, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-z-fold3-sm-f926uzkexau,Samsung Galaxy Z Fold3,Snapdragon 888 - 7.6 inch - 512GB - Phantom Black - SM-F926UZKEXAU,1899.99,  ,,2
https://www.device-specs.io/categories/smartphones/specifications-oneplus-11-5011102199,Oneplus 11,2023 - Qualcomm Snapdragon 8 Gen2 - 8 cores - 6.7 inch - 128GB - Black - 5011102199,829, ,,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-g50-pamx0026se,Motorola Moto G50,8 cores - 6.5 inch - 64GB - Green - PAMX0026SE,214.99, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-m23-sm-m236bidgeue,Samsung M23,2022 - 8 cores - 6.6 inch - 128GB - Orange - SM-M236BIDGEUE,249, ,,1
https://www.device-specs.io/categories/smartphones/specifications-oneplus-11-5011102200,Oneplus 11,2023 - Qualcomm Snapdragon 8 Gen2 - 8 cores - 6.7 inch - 256GB - Black - 5011102200,899, ,,2
https://www.device-specs.io/categories/smartphones/specifications-realme-8-hp02836,Realme 8,8 cores - 6.5 inch - 64GB - Black - HP02836,208.8,203.25,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-se-22021311mp862dna,Apple iPhone SE,2016 - 2 cores - 4 inch - 128GB - Black | Gray - 22021311/MP862DN/A,399, ,,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-mi-8-lite-821019500010a,Xiaomi Mi 8 lite,2018 - 8 cores - 6.26 inch - 64GB - Black - 821019500010A,225, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-7-app-iphone7-256jb4,Apple iPhone 7,2016 - 4 cores - 4.7 inch - 256GB - jetblack - APP-IPHONE7-256JB4,369, ,,1
https://www.device-specs.io/categories/smartphones/specifications-realme-8-hp02837,Realme 8,8 cores - 6.5 inch - 64GB - Blue - HP02837,208.8,203.25,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a32-sm-a326bds,Samsung Galaxy A32,2021 - 8 cores - 6.4 inch - 128GB - Black - SM-A326b/DS,330,325,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mini-mg8f3lla,Apple iPhone 12 mini,A14 Bionic with next-generation Neural Engine - 5.4 inch - 64GB - Black - MG8F3LL/A,629.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-ultra-sm-s908uzknxaa,Samsung Galaxy S22 Ultra,Qualcomm Snapdragon 8 Gen 1 - 6.8 inch - 1000GB - Phantom Black - SM-S908UZKNXAA,,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-ultra-ef-ns908pbegew,Samsung Galaxy S22 Ultra,2022 - Samsung Exynos 2200 - 8 cores - 6.8 inch - 256GB - Black - EF-NS908PBEGEW,1419, ,,5
https://www.device-specs.io/categories/smartphones/specifications-emporia-s4-s4_001_frnl,Emporia S4,2021 - MediaTek - 4 cores - 5 inch - 32GB - Black - S4_001_FRNL,169.99, ,,1
https://www.device-specs.io/categories/smartphones/specifications-vivo-y72-vivoy725gblk,Vivo Y72,8 cores - 6.58 inch - 128GB - black - VIVOY725GBLK,343, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-13-pro-max-mlle3fa,Apple iPhone 13 Pro Max,2021 - 6 cores - 6.7 inch - 256GB - Blue - MLLE3F/A,1611.27,,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-huawei-nova-10-se-51097gaa,Huawei nova 10 SE,8 cores - 6.67 inch - 128GB - Black - 51097GAA,461.2, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-ultra-sm-s918bds,Samsung Galaxy S23 Ultra,2023 - 8 cores - 6.8 inch - 1GB - Gray | Graphite - SM-S918B/DS,1499,1399,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-crosscall-core-x4-crc00x4a,Crosscall Core X4,2020 - 8 cores - 5.45 inch - 32GB - Black - CRC00X4A,429.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-se-mmxf3ba,Apple iPhone SE,6 cores - 4.7 inch - 64GB - Black - MMXF3B/A,597, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-xr-mrye2zda,Apple iPhone XR,2018 - 6 cores - 6.1 inch - 128GB - Red - MRYE2ZD/A,294, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-max-mq8p3lla,Apple iPhone 14 Pro Max,"A16 Bionic chip, 6-core CPU with 2 performance and 4 efficiency cores, 5-core GPU, 16-core Neural Engine - 6.7 inch - 128GB - Silver - MQ8P3LL/A",1099.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s6-edge-sam-g925e-32gd3,Samsung Galaxy S6 Edge,8 cores - 5.5 inch - 32GB - Gold - SAM-G925E-32GD3,363, ,,1
https://www.device-specs.io/categories/smartphones/specifications-ulefone-armor-12-6937748734338,Ulefone Armor 12,2021 - 8 cores - 6.52 inch - 128GB - black - 6937748734338,557.01, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s911uliaxaa,Samsung Galaxy S23,Snapdragon® 8 Gen 2 - 6.1 inch - 128GB - Lavender - SM-S911ULIAXAA,799.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-ultra-sm-s918uzgfvzw,Samsung Galaxy S23 Ultra,Snapdragon® 8 Gen 2 - 6.8 inch - 512GB - Green - SM-S918UZGFVZW,1379.99,38.33,USD,1
https://www.device-specs.io/categories/smartphones/specifications-blackview-bv5100-pro-bv5100problack,Blackview BV5100 Pro,2020 - 8 cores - 5.7 inch - 128GB - Black - BV5100PROBLACK,372, ,,1
https://www.device-specs.io/categories/smartphones/specifications-realme-narzo-50a-prime-6941399082663,Realme Narzo 50A Prime,2023 - 8 cores - 6.6 inch - 64GB - Blue - 6941399082663,159.1,157.7,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-mi-10t-lite-29890,Xiaomi Mi 10T Lite,2020 - 8 cores - 6.67 inch - 64GB - Gray - 29890,334.1, ,,1
https://www.device-specs.io/categories/smartphones/specifications-simple-mobile-samsung-galaxy-a03s-smsas134dcp,Simple mobile Samsung Galaxy A03s,Octo Core 2.3 HGz - 6.5 inch - 32GB - Black - SMSAS134DCP,59.99,53.99,USD,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-8-redmi864red,Xiaomi 8,2019 - 8 cores - 6.22 inch - 64GB - black - REDMI864RED,255, ,,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-edge-30-fusion-paun0031se,Motorola Edge 30 Fusion,2022 - 8 cores - 6.55 inch - 128GB - White - PAUN0031SE,599, ,,1
https://www.device-specs.io/categories/smartphones/specifications-oppo-reno6-opporeno6128gbbk,Oppo Reno6,2021 - 8 cores - 6.4 inch - 128GB - Black - OPPORENO6128GBBK,369,348,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-huawei-p20-twilight-4752373,Huawei P20 Twilight,2018 - 8 cores - 5.8 inch - 128GB - Purple | Green - 4752373,212.71, ,,1
https://www.device-specs.io/categories/smartphones/specifications-iphone-se-mx9r2qla,Iphone SE,6 cores - 4.7 inch - 64GB - golden - MX9R2QL/A,200,191.51,EUR,3
https://www.device-specs.io/categories/smartphones/specifications-huawei-mate-10-pro-51091wsh,Huawei Mate 10 Pro,2017 - 8 cores - 6 inch - 128GB - Gray - 51091WSH,266.44, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s6-sm-g920fzdephn,Samsung Galaxy S6,2015 - 8 cores - 5.1 inch - 64GB - Gold - SM-G920FZDEPHN,339.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a13-8806094116397,Samsung Galaxy A13,2022 - 8 cores - 6.6 inch - 32GB - White - 8806094116397,168, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-ultra-sm-s918uzgfxaa,Samsung Galaxy S23 Ultra,Snapdragon® 8 Gen 2 - 6.8 inch - 512GB - Green - SM-S918UZGFXAA,1379.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a3-sam-a3-2017gd3,Samsung Galaxy A3,8 cores - 4.7 inch - 16GB - Gold - SAM-A3-2017GD3,269.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-sony-xperia-xa2-1313-8202,Sony Xperia XA2,8 cores - 5.7 inch - 64GB - white - 1313-8202,192.87, ,,2
https://www.device-specs.io/categories/smartphones/specifications-motorola-edge-20-0840023220593,Motorola Edge 20,8 cores - 6.7 inch - 256GB - Gray - 0840023220593,340,339,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-13-mlq63ba,Apple iPhone 13,6 cores - 6.1 inch - 256GB - Black - MLQ63B/A,1145, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mini-mged3fa,Apple iPhone 12 mini,2020 - 6 cores - 5.4 inch - 256GB - Blue - MGED3F/A,1009.25, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-xr-mryq2zda,Apple iPhone XR,2018 - 6 cores - 6.1 inch - 256GB - Blue - MRYQ2ZD/A,579, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a72-sm-a725flvdeub,Samsung Galaxy A72,2021 - 6 cores - 6.7 inch - 128GB - Awesome Violet - SM-A725FLVDEUB,578, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s911uzeaxaa,Samsung Galaxy S23,Snapdragon® 8 Gen 2 - 6.1 inch - 128GB - Cream - SM-S911UZEAXAA,799.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s916uzgevzw,Samsung Galaxy S23+,Snapdragon® 8 Gen 2 - 6.6 inch - 512GB - Green - SM-S916UZGEVZW,1119.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a53-sm-a536fds,Samsung Galaxy A53,2022 - 8 cores - 6.5 inch - 128GB - Peach - SM-A536F/DS,399, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mjnp3ba,Apple iPhone 12,6 cores - 6.1 inch - 128GB - Purple - MJNP3B/A,925, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mgjg3fa,Apple iPhone 12,2020 - 6 cores - 6.1 inch - 256GB - Black - MGJG3F/A,1148, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mini-mge53fa,Apple iPhone 12 mini,2020 - 6 cores - 5.4 inch - 128GB - Red - MGE53F/A,870, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mini-mge43fa,Apple iPhone 12 Mini,2020 - 6 cores - 5.4 inch - 128GB - White - MGE43F/A,870, ,,1
https://www.device-specs.io/categories/smartphones/specifications-realme-c30--2-6941399091559,Realme C30- 2,2022 - 8 cores - 6.5 inch - 32GB - Black - 6941399091559,115, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mini-mge13fa,Apple iPhone 12 Mini,2020 - 6 cores - 5.4 inch - 64GB - Blue - MGE13F/A,799.99,772.99,EUR,1
https://www.device-specs.io/categories/smartphones/specifications-xiaomi-12-pro-mzb0aeheu,Xiaomi 12 Pro,2022 - 8 cores - 6.73 inch - 256GB - Blue - MZB0AEHEU,1099, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mini-mgee3fa,Apple iPhone 12 mini,2020 - 6 cores - 5.4 inch - 256GB - Green - MGEE3F/A,1009.25, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a13-sm-a135flbueub,Samsung Galaxy A13,2022 - 8 cores - 6.6 inch - 128GB - Orange - SM-A135FLBUEUB,225, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-ultra-sm-s908udraxau,Samsung Galaxy S22 Ultra,Qualcomm Snapdragon 8 Gen 1 - 6.8 inch - 128GB - Burgundy - SM-S908UDRAXAU,1199.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-blabloo-wave-1-kids-wave1,Blabloo Wave 1 Kids,"8 cores - 5.4 inch - 16GB - Pink, Blue - Wave1",134.99, ,,1
https://www.device-specs.io/categories/smartphones/specifications-lg-v50-thinq-8806087038606,Lg V50 ThinQ,4 cores - 6.4 inch - 128GB - Black - 8806087038606,499, ,,1
https://www.device-specs.io/categories/smartphones/specifications-poco-m5s-6934177782121,Poco M5s,8 cores - 6.43 inch - 128GB - Gray - 6934177782121,249, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mini-mgdx3fa,Apple iPhone 12 Mini,2020 - 6 cores - 5.4 inch - 64GB - Black - MGDX3F/A,757.99, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s22-sm-s901uidevzw,Samsung Galaxy S22,Qualcomm Snapdragon 8 Gen 1 - 6.1 inch - 256GB - Pink Gold - SM-S901UIDEVZW,849.99,23.61,USD,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s916uliaxaa,Samsung Galaxy S23+,Snapdragon® 8 Gen 2 - 6.6 inch - 256GB - Lavender - SM-S916ULIAXAA,999.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s911uzgexaa,Samsung Galaxy S23,Snapdragon® 8 Gen 2 - 6.1 inch - 256GB - Green - SM-S911UZGEXAA,799.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-lg-v30-lgh930adecsv,Lg V30,8 cores - 6 inch - 64GB - Silver - LGH930.ADECSV,399, ,,1
https://www.device-specs.io/categories/smartphones/specifications-lg-v30-lgh930adecbl,Lg V30,8 cores - 6 inch - 64GB - Blue - LGH930.ADECBL,278, ,,1
https://www.device-specs.io/categories/smartphones/specifications-lg-k40-5255543,Lg K40,2019 - 8 cores - 5.7 inch - 32GB - Blue - 5255543,129, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a52-sm-a526blvheub,Samsung Galaxy A52,2021 - 8 cores - 6.5 inch - 256GB - purple - SM-A526BLVHEUB,553, ,,1
https://www.device-specs.io/categories/smartphones/specifications-crosscall-core-s4-crossc-core-s4-blk,Crosscall CORE-S4,2021 - 4 cores - 2.4 inch - 4GB - Black - CROSSC-CORE-S4-BLK,124.95, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-ultra-sm-s918uzgaxaa,Samsung Galaxy S23 Ultra,Snapdragon® 8 Gen 2 - 6.8 inch - 256GB - Green - SM-S918UZGAXAA,1199.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-a33-sm-a336bzkgeue,Samsung A33,2022 - 8 cores - 6.4 inch - 128GB - Black - SM-A336BZKGEUE,333.9, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-a33-sm-a336blbgeue,Samsung Galaxy A33,2022 - 8 cores - 6.4 inch - 128GB - Blue - SM-A336BLBGEUE,316.75,316,EUR,2
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mgjl3fa,Apple iPhone 12,2020 - 6 cores - 6.1 inch - 256GB - goroen - MGJL3F/A,1148.18, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-pro-22021517,Apple iPhone 12 Pro,2020 - 6 cores - 6.1 inch - 512GB - Gold - 2202.1517,746, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-se-mhgt3fa,Apple iPhone SE,2020 - 6 cores - 4.7 inch - 128GB - Black - MHGT3F/A,638.73, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-ultra-sm-s918uzkavzw,Samsung Galaxy S23 Ultra,Snapdragon® 8 Gen 2 - 6.8 inch - 256GB - Phantom Black - SM-S918UZKAVZW,1199.99,33.33,USD,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mini-mge23fa,Apple iPhone 12 Mini,2020 - 6 cores - 5.4 inch - 64GB - Green - MGE23F/A,812.22, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s911uzgavzw,Samsung Galaxy S23,Snapdragon® 8 Gen 2 - 6.1 inch - 128GB - Green - SM-S911UZGAVZW,799.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-13-mini-mlk73fa,Apple iPhone 13 mini,2021 - 6 cores - 5.4 inch - 256GB - little finger - MLK73F/A,1090.3, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-a04s--sm-a047fds,Samsung A04s,2022 - 8 cores - 6.5 inch - 64GB - white - SM-A047F/DS,168, ,,2
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mini-mge63fa,Apple iPhone 12 Mini,2020 - 6 cores - 5.4 inch - 128GB - Blue - MGE63F/A,870.32, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s911ulievzw,Samsung Galaxy S23,Snapdragon® 8 Gen 2 - 6.1 inch - 256GB - Lavender - SM-S911ULIEVZW,859.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-motorola-moto-g7-play-pae80008us,Motorola Moto G7 Play,Snapdragon 632 - 5.7 inch - 32GB - Deep Indigo - PAE80008US,,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-huawei-y6-ii-compact-51090pvg,Huawei Y6 II Compact,4 cores - 5 inch - 16GB - Black - 51090PVG,115, ,,1
https://www.device-specs.io/categories/smartphones/specifications-nokia-51-11co2b01a08,Nokia 5.1,2018 - 8 cores - 5.5 inch - 16GB - Black - 11CO2B01A08,129, ,,1
https://www.device-specs.io/categories/smartphones/specifications-lg-k30-5413729234710,Lg K30,4 cores - 5.45 inch - 16GB - Black - 5413729234710,122, ,,1
https://www.device-specs.io/categories/smartphones/specifications-google-pixel-6-ga03910-us,Google Pixel 6,Google Tensor - 6.4 inch - 256GB - Sorta Seafoam - GA03910-US,419.99,,USD,1
https://www.device-specs.io/categories/smartphones/specifications-oppo-a16-6044230,Oppo A16,8 cores - 6.52 inch - 32GB - Blue - 6044230,153.55, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-8-56494613116,Apple iPhone 8,2017 - 6 cores - 4.7 inch - 64GB - Space Gray | Black - 56494613116,277, ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-12-mini-mge93fa,Apple iPhone 12 Mini,2020 - 6 cores - 5.4 inch - 256GB - Black - MGE93F/A,1009.25, ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-ultra-sm-s918uliavzw,Samsung Galaxy S23 Ultra,Snapdragon® 8 Gen 2 - 6.8 inch - 256GB - Lavender - SM-S918ULIAVZW,1199.99,33.33,USD,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-ultra-sm-s918uzkaxaa,Samsung Galaxy S23 Ultra,Snapdragon® 8 Gen 2 - 6.8 inch - 256GB - Phantom Black - SM-S918UZKAXAA,1199.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s916uzkaxaa,Samsung Galaxy S23+,Snapdragon® 8 Gen 2 - 6.6 inch - 256GB - Phantom Black - SM-S916UZKAXAA,999.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-apple-iphone-14-pro-max-mq8u3lla,Apple iPhone 14 Pro Max,"A16 Bionic chip, 6-core CPU with 2 performance and 4 efficiency cores, 5-core GPU, 16-core Neural Engine - 6.7 inch - 256GB - Silver - MQ8U3LL/A",1199.99,50,USD,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s911uzkaxaa,Samsung Galaxy S23,Snapdragon® 8 Gen 2 - 6.1 inch - 128GB - Phantom Black - SM-S911UZKAXAA,799.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s916uliexaa,Samsung Galaxy S23+,Snapdragon® 8 Gen 2 - 6.6 inch - 512GB - Lavender - SM-S916ULIEXAA,999.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s916uzgavzw,Samsung Galaxy S23+,Snapdragon® 8 Gen 2 - 6.6 inch - 256GB - Green - SM-S916UZGAVZW,999.99,27.77,USD,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s911uliavzw,Samsung Galaxy S23,Snapdragon® 8 Gen 2 - 6.1 inch - 128GB - Lavender - SM-S911ULIAVZW,799.99,22.22,USD,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s911uzkexaa,Samsung Galaxy S23,Snapdragon® 8 Gen 2 - 6.1 inch - 256GB - Phantom Black - SM-S911UZKEXAA,859.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-ultra-sm-s918uzkfxaa,Samsung Galaxy S23 Ultra,Snapdragon® 8 Gen 2 - 6.8 inch - 512GB - Phantom Black - SM-S918UZKFXAA,1379.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-ultra-ef-zs918cvegww,Samsung Galaxy S23 Ultra,2023 - Qualcomm Snapdragon 8 Gen2 - 8 cores - 6.8 inch - 512GB - Pink - EF-ZS918CVEGWW,1409, ,,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-r900nzaaeub,Samsung Galaxy S23,2023 - Qualcomm Snapdragon 8 Gen2 - 8 cores - 40 inch - 16GB - Green - SM-R900NZAAEUB,1129, ,,4
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-plus-ef-zs916cuegww,Samsung Galaxy S23 Plus,2023 - Qualcomm Snapdragon 8 Gen2 - 8 cores - 6.6 inch - 512GB - Cream - EF-ZS916CUEGWW,1209, ,,2
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s916uzkexaa,Samsung Galaxy S23+,Snapdragon® 8 Gen 2 - 6.6 inch - 512GB - Phantom Black - SM-S916UZKEXAA,1119.99,  ,,1
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-ultra-ef-zs918cbegww,Samsung Galaxy S23 Ultra,2023 - Qualcomm Snapdragon 8 Gen2 - 8 cores - 6.8 inch - 512GB - Black - EF-ZS918CBEGWW,1409, ,,3
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-ultra-sm-r910nzsaeub,Samsung Galaxy S23 Ultra,2023 - Qualcomm Snapdragon 8 Gen2 - 8 cores - 44 inch - 16GB - Cream - SM-R910NZSAEUB,1389,1359,EUR,4
https://www.device-specs.io/categories/smartphones/specifications-samsung-galaxy-s23-sm-s911uzkavzw,Samsung Galaxy S23,Snapdragon® 8 Gen 2 - 6.1 inch - 128GB - Phantom Black - SM-S911UZKAVZW,799.99,22.22,USD,1
